/home/vartiai6/CarImages/Subset1/20091210055639_40_6448831_Yleiskuvakamera.jpg,0.241688,0.024744,0.732053,0.001515
/home/vartiai6/CarImages/Subset1/20091210061910_40_6448853_Yleiskuvakamera.jpg,0.010064,0.731249,0.258685,0.000001
/home/vartiai6/CarImages/Subset1/20091210063617_40_6448906_Yleiskuvakamera.jpg,0.043500,0.158901,0.796886,0.000713
/home/vartiai6/CarImages/Subset1/20091210065513_40_6449032_Yleiskuvakamera.jpg,0.000494,0.999503,0.000003,0.000000
/home/vartiai6/CarImages/Subset1/20091210074003_40_6449495_Yleiskuvakamera.jpg,0.999983,0.000000,0.000017,0.000000
/home/vartiai6/CarImages/Subset1/20091210074543_40_6449587_Yleiskuvakamera.jpg,0.027215,0.453988,0.518537,0.000259
/home/vartiai6/CarImages/Subset1/20091210075324_40_6449623_Yleiskuvakamera.jpg,1.000000,0.000000,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210075902_40_6449653_Yleiskuvakamera.jpg,0.000307,0.995476,0.004201,0.000016
/home/vartiai6/CarImages/Subset1/20091210082620_40_6449835_Yleiskuvakamera.jpg,0.189054,0.810620,0.000316,0.000010
/home/vartiai6/CarImages/Subset1/20091210085334_40_6449960_Yleiskuvakamera.jpg,0.999865,0.000134,0.000001,0.000000
/home/vartiai6/CarImages/Subset1/20091210091326_40_6450021_Yleiskuvakamera.jpg,0.000048,0.000000,0.999952,0.000000
/home/vartiai6/CarImages/Subset1/20091210091336_40_6450022_Yleiskuvakamera.jpg,0.000012,0.999988,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210092949_40_6450101_Yleiskuvakamera.jpg,0.000212,0.000005,0.999783,0.000000
/home/vartiai6/CarImages/Subset1/20091210093004_40_6450102_Yleiskuvakamera.jpg,0.000000,1.000000,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210093059_40_6450112_Yleiskuvakamera.jpg,0.031083,0.939027,0.029885,0.000005
/home/vartiai6/CarImages/Subset1/20091210093226_40_6450119_Yleiskuvakamera.jpg,1.000000,0.000000,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210093503_40_6450165_Yleiskuvakamera.jpg,0.999998,0.000000,0.000002,0.000000
/home/vartiai6/CarImages/Subset1/20091210093744_40_6450194_Yleiskuvakamera.jpg,0.000019,0.999981,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210093858_40_6450213_Yleiskuvakamera.jpg,0.999825,0.000111,0.000065,0.000000
/home/vartiai6/CarImages/Subset1/20091210095243_40_6450394_Yleiskuvakamera.jpg,1.000000,0.000000,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210101246_40_6450606_Yleiskuvakamera.jpg,0.005423,0.001084,0.993493,0.000000
/home/vartiai6/CarImages/Subset1/20091210101326_40_6450610_Yleiskuvakamera.jpg,0.000000,0.000000,1.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210101354_40_6450616_Yleiskuvakamera.jpg,0.000000,0.000000,1.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210101628_40_6450632_Yleiskuvakamera.jpg,0.000000,1.000000,0.000000,0.000000
/home/vartiai6/CarImages/Subset1/20091210101849_40_6450652_Yleiskuvakamera.jpg,0.000001,0.000009,0.999990,0.000000
